title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Turning Point: Fall of Liberty,X360,Shooter,Codemasters,4.3,0.29,0.23,0.0,0.04,0.02,2008-02-26
FlatOut: Head On,PSP,Racing,Warner Bros. Interactive,7.3,0.29,0.13,0.0,0.11,0.06,2008-04-04
Call of Juarez: The Cartel,PS3,Shooter,Ubisoft,5.4,0.29,0.12,0.0,0.12,0.05,2011-07-19
Wanted: Weapons of Fate,PS3,Shooter,Warner Bros. Interactive,6.2,0.29,0.14,0.01,0.1,0.04,2009-03-24
MLB Power Pros,Wii,Sports,2K Sports,8.5,0.29,0.23,0.04,0.0,0.02,2007-10-03
The Chronicles of Riddick: Assault on Dark Athena,X360,Shooter,Atari,8.2,0.29,0.16,0.0,0.1,0.03,2009-04-07
Forsaken 64,N64,Shooter,Acclaim Entertainment,8.3,0.29,0.23,0.0,0.06,0.0,1998-04-30
Siren: Blood Curse,PS3,Action-Adventure,Sony Computer Entertainment,8.3,0.28,0.0,0.09,0.17,0.01,2008-07-24
Patapon 3,PSP,Platform,Sony Computer Entertainment,7.4,0.28,0.05,0.17,0.04,0.02,2011-04-12
Rhythm Thief & the Emperor's Treasure,3DS,Misc,Sega,7.5,0.28,0.07,0.12,0.07,0.01,2012-07-10
ExciteBots: Trick Racing,Wii,Racing,Nintendo,7.7,0.28,0.26,0.0,0.0,0.02,2009-04-20
Disney's Extreme Skate Adventure,GBA,Sports,Activision,6.6,0.28,0.2,0.0,0.08,0.01,2003-09-03
Rugby World Cup 2011,X360,Sports,505 Games,4.8,0.28,0.03,0.0,0.21,0.04,2011-09-06
FIFA 07 Soccer,X360,Sports,EA Sports,7.1,0.28,0.24,0.0,0.01,0.02,2006-11-01
WarioWare Gold,3DS,Misc,Nintendo,8.1,0.28,0.11,0.13,0.03,0.01,2018-08-03
Guitar Hero: Van Halen,Wii,Misc,Activision,5.0,0.28,0.13,0.0,0.12,0.03,2009-12-22
Guitar Hero: Van Halen,PS3,Misc,Activision,6.2,0.28,0.14,0.0,0.09,0.04,2009-12-22
Darksiders,PS3,Action,THQ,7.8,0.28,0.02,0.02,0.14,0.1,2010-01-05
Medieval Moves: Deadmund's Quest,PS3,Action,Sony Computer Entertainment,7.0,0.28,0.13,0.0,0.11,0.05,2011-11-15
SAW,X360,Action,Konami,6.2,0.28,0.13,0.0,0.12,0.03,2009-10-06
Assassin's Creed II: Discovery,DS,Platform,Ubisoft,7.3,0.28,0.15,0.0,0.11,0.03,2009-11-17
Transformers: Dark of the Moon,X360,Action,Activision,6.5,0.28,0.13,0.0,0.12,0.03,2011-06-14
Civilization II,PS,Strategy,Activision,8.2,0.28,0.15,0.0,0.11,0.02,1998-01-20
Batman: The Brave and the Bold the Videogame,Wii,Action,Warner Bros. Interactive,7.5,0.28,0.2,0.0,0.05,0.02,2010-09-07
Disney's Treasure Planet,GBA,Action,Disney Interactive Studios,6.3,0.28,0.2,0.0,0.07,0.01,2002-10-31
El Shaddai: Ascension of the Metatron,PS3,Action,Ignition Entertainment,8.0,0.28,0.11,0.08,0.07,0.03,2011-08-16
Bladestorm: The Hundred Years' War,PS3,Action,KOEI,5.8,0.28,0.1,0.14,0.03,0.02,2007-11-06
Star Trek Bridge Crew,PS4,Action,Ubisoft,6.8,0.28,0.11,0.0,0.12,0.05,2017-05-30
Pac-Man Fever,GC,Misc,Namco,5.1,0.28,0.21,0.0,0.06,0.01,2002-09-03
Operation Flashpoint: Red River,X360,Shooter,Codemasters,7.0,0.28,0.1,0.01,0.14,0.03,2011-06-07
Dead to Rights: Retribution,PS3,Shooter,Namco Bandai,6.0,0.28,0.1,0.02,0.12,0.05,2010-04-27
MLB 07: The Show,PSP,Sports,Sony Computer Entertainment,8.1,0.28,0.26,0.0,0.0,0.02,2007-02-27
Carol Vorderman's Sudoku,PS2,Puzzle,Eidos Interactive,7.4,0.28,0.0,0.0,0.23,0.05,2007-03-06
The Warriors,PSP,Action,Rockstar Games,8.1,0.28,0.23,0.0,0.02,0.03,2007-02-12
The Binding of Isaac: Afterbirth+,NS,Action,Nicalis,9.0,0.28,0.17,0.0,0.08,0.03,2017-03-17
Gundam Versus,PS4,Action,Namco Bandai Games,7.3,0.28,0.08,0.18,0.0,0.02,2017-09-29
Over the Hedge,DS,Platform,Activision,7.1,0.28,0.24,0.0,0.01,0.02,2006-05-05
Pirates of the Caribbean: Dead Man's Chest,PSP,Adventure,Buena Vista,4.3,0.28,0.25,0.0,0.01,0.02,2006-06-27
Dragon Ball GT: Transformation,GBA,Action,Atari,7.7,0.28,0.2,0.0,0.08,0.01,2005-08-09
SimCity 4,PC,Simulation,Electronic Arts,8.7,0.28,0.01,0.0,0.24,0.02,2003-01-12
EyePet,PSP,Simulation,Sony Computer Entertainment,4.9,0.28,0.02,0.0,0.17,0.09,2010-11-02
Armored Core: Project Phantasma,PS,Simulation,ASCII Entertainment,7.2,0.28,0.06,0.15,0.04,0.02,1998-09-30
Final Fantasy VI Advance,GBA,Role-Playing,Nintendo,9.1,0.28,0.0,0.28,0.0,0.01,2007-02-05
Wild ARMs 5,PS2,Role-Playing,Xseed Games,7.5,0.28,0.14,0.0,0.11,0.04,2007-08-28
Etrian Mystery Dungeon,3DS,Role-Playing,Atlus,7.6,0.28,0.11,0.14,0.01,0.01,2015-04-07
Mass Effect 3,WiiU,Role-Playing,Electronic Arts,9.2,0.28,0.14,0.0,0.12,0.02,2012-11-18
Shadow Hearts,PS2,Role-Playing,Midway Games,7.0,0.28,0.09,0.1,0.07,0.02,2001-12-11
Dead or Alive,PS,Fighting,Tecmo,8.3,0.28,0.09,0.1,0.06,0.02,1998-03-31
Kung Fu Chaos,XB,Fighting,Microsoft Game Studios,7.0,0.28,0.21,0.0,0.06,0.01,2003-02-24
Godzilla: Domination!,GBA,Fighting,Atari,4.7,0.28,0.2,0.0,0.07,0.01,2002-11-11
Virtua Fighter 5 Online,X360,Fighting,Sega,9.2,0.28,0.2,0.03,0.02,0.02,2007-10-30
Madagascar,XB,Platform,Activision,6.8,0.28,0.21,0.0,0.06,0.01,2005-05-24
Mega Man ZX,DS,Platform,Capcom,8.1,0.28,0.16,0.1,0.0,0.02,2006-09-12
Ice Age: Dawn of the Dinosaurs,Wii,Platform,Activision,7.2,0.28,0.11,0.0,0.14,0.03,2009-06-30
Castlevania: Aria of Sorrow,GBA,Platform,Konami,8.8,0.28,0.2,0.0,0.07,0.0,2003-05-06
DeathSmiles,X360,Shooter,Aksys Games,8.0,0.28,0.15,0.05,0.06,0.02,2010-06-29
Mister Mosquito,PS2,Shooter,Eidos Interactive,6.6,0.28,0.05,0.17,0.04,0.01,2002-03-12
World of Tanks,PC,Shooter,Wargaming.net,7.8,0.28,0.0,0.0,0.23,0.05,2011-04-12
Need for Speed: Most Wanted (2012),WiiU,Racing,Electronic Arts,8.4,0.28,0.13,0.0,0.13,0.02,2013-03-19
Corvette,GBA,Racing,TDK Mediactive,4.9,0.28,0.2,0.0,0.07,0.01,2003-11-11
Baten Kaitos: Eternal Wings and the Lost Ocean,GC,Role-Playing,Namco,8.2,0.27,0.21,0.0,0.05,0.01,2004-11-16
NHL 07,X360,Sports,EA Sports,8.0,0.27,0.25,0.0,0.0,0.02,2006-09-12
NHL 2K11,Wii,Sports,2K Sports,6.3,0.27,0.23,0.0,0.02,0.02,2010-08-24
NFL Street 3,PSP,Sports,EA Sports BIG,6.7,0.27,0.24,0.0,0.0,0.02,2006-11-14
Dragon Ball Z: Tenkaichi Tag Team,PSP,Fighting,Namco Bandai,6.0,0.27,0.11,0.09,0.04,0.03,2010-10-19
Lightning Returns: Final Fantasy XIII,X360,Misc,Square Enix,6.4,0.27,0.15,0.01,0.08,0.02,2014-02-11
Metal Gear Solid V: Ground Zeroes,XOne,Action-Adventure,Konami Digital Entertainment,7.7,0.27,0.13,0.0,0.13,0.02,2014-03-18
Batman: Arkham Origins Blackgate,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,7.0,0.27,0.16,0.0,0.09,0.02,2013-10-25
Ty the Tasmanian Tiger,GC,Platform,Electronic Arts,7.1,0.27,0.21,0.0,0.05,0.01,2002-09-10
Brain Age: Concentration Training,3DS,Misc,Nintendo,7.5,0.27,0.0,0.27,0.0,0.0,2013-02-10
Pac-Pix,DS,Puzzle,Namco,6.8,0.27,0.16,0.1,0.0,0.01,2005-04-26
Disney's Chicken Little,GC,Platform,Buena Vista,7.0,0.27,0.21,0.0,0.05,0.01,2005-10-20
Skylanders SWAP Force,3DS,Platform,Activision,7.7,0.27,0.12,0.0,0.13,0.02,2013-10-13
Ratatouille,X360,Platform,THQ,5.3,0.27,0.23,0.0,0.02,0.02,2007-06-26
Transformers: Cybertron Adventures,Wii,Action,Activision,3.7,0.27,0.14,0.0,0.1,0.02,2010-06-22
Dead Rising 2: Off the Record,X360,Action,Capcom,7.6,0.27,0.17,0.0,0.08,0.02,2011-10-11
Iron Man 2,X360,Action,Sega,5.1,0.27,0.15,0.0,0.1,0.03,2010-05-04
Shadows of the Damned,PS3,Action,Electronic Arts,7.9,0.27,0.11,0.04,0.09,0.03,2011-06-21
Call of Juarez: The Cartel,X360,Shooter,Ubisoft,5.2,0.27,0.14,0.0,0.1,0.03,2011-07-19
Plants vs. Zombies,X360,Strategy,PopCap Games,8.9,0.27,0.24,0.0,0.0,0.02,2010-09-28
R.U.S.E.,X360,Strategy,Ubisoft,8.0,0.27,0.12,0.0,0.11,0.02,2010-09-07
The Club,X360,Shooter,Sega,7.5,0.27,0.15,0.0,0.1,0.02,2008-02-19
Gun,X360,Shooter,Activision,7.5,0.27,0.24,0.0,0.01,0.02,2005-11-16
Section 8,X360,Shooter,SouthPeak Interactive,7.1,0.27,0.15,0.0,0.09,0.02,2009-09-01
NBA Live 2004,GC,Sports,EA Sports,8.4,0.27,0.21,0.0,0.05,0.01,2003-10-15
The Sims 2: Pets,GC,Simulation,Electronic Arts,6.9,0.27,0.21,0.0,0.05,0.01,2006-10-17
America's Test Kitchen: Let's Get Cooking,DS,Simulation,Nintendo,8.5,0.27,0.25,0.0,0.0,0.02,2010-03-28
The World Ends with You: Final Remix,NS,Role-Playing,Nintendo,7.4,0.27,0.14,0.03,0.08,0.02,2018-10-12
Suikoden Tierkreis,DS,Role-Playing,Konami,7.7,0.27,0.09,0.15,0.02,0.01,2009-03-17
Etrian Odyssey V: Beyond the Myth,3DS,Role-Playing,Atlus,7.9,0.27,0.11,0.14,0.01,0.01,2017-10-17
Dragon Age Origins: Awakening,PS3,Role-Playing,Electronic Arts,8.3,0.27,0.24,0.0,0.0,0.02,2010-03-16
Alundra 2: A New Legend Begins,PS,Role-Playing,Activision,7.1,0.27,0.15,0.0,0.1,0.02,2000-02-29
Tiger Woods PGA Tour 07,PSP,Sports,EA Sports,7.6,0.27,0.2,0.0,0.04,0.03,2006-10-10
NASCAR 2011: The Game,PS3,Racing,Activision,6.0,0.27,0.25,0.0,0.0,0.02,2011-03-29
MLB 09: The Show,PSP,Sports,Sony Computer Entertainment,8.8,0.27,0.24,0.0,0.0,0.02,2009-03-03
Peter Jackson's King Kong: The Official Game of the Movie,X360,Action,Ubisoft,7.9,0.26,0.2,0.0,0.03,0.02,2005-11-21
Indiana Jones and the Staff of Kings,PSP,Action,LucasArts,7.4,0.26,0.11,0.0,0.1,0.05,2009-06-09
The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,Action,THQ,6.0,0.26,0.19,0.0,0.07,0.0,2002-09-25
Spider-Man: Web of Shadows,PS3,Action,Activision,6.9,0.26,0.2,0.0,0.04,0.02,2008-10-21
Nightmare Creatures,N64,Action,Activision,7.1,0.26,0.21,0.0,0.05,0.0,1997-01-01
The Incredible Hulk,PS3,Action,Sega,5.6,0.26,0.22,0.0,0.02,0.02,2008-06-05
ATV: Quad Power Racing,GBA,Racing,Acclaim Entertainment,5.5,0.26,0.18,0.0,0.07,0.0,2002-08-20
Formula One 2001,PS2,Racing,Sony Computer Entertainment,7.0,0.26,0.13,0.0,0.1,0.03,2001-09-24
MVP Baseball 2004,GC,Sports,EA Sports,8.9,0.26,0.2,0.0,0.05,0.01,2004-03-09
Major League Baseball 2K10,Wii,Sports,2K Sports,5.0,0.26,0.24,0.0,0.0,0.02,2010-03-02
All-Pro Football 2K8,X360,Sports,2K Sports,7.5,0.26,0.24,0.0,0.0,0.02,2007-07-16
NCAA Gamebreaker,PS,Sports,Sony Computer Entertainment,6.3,0.26,0.15,0.0,0.1,0.02,1996-08-31
Batman: Vengeance,GC,Adventure,Ubisoft,7.0,0.26,0.2,0.0,0.05,0.01,2001-11-17
Petz: Crazy Monkeyz,Wii,Simulation,Ubisoft,3.5,0.26,0.24,0.0,0.0,0.02,2008-11-18
Star Wars Episode I: Battle for Naboo,N64,Simulation,LucasArts,8.5,0.26,0.21,0.0,0.05,0.0,2000-12-13
Dungeons & Dragons: Eye of the Beholder,GBA,Role-Playing,Atari,4.8,0.26,0.19,0.0,0.07,0.0,2002-10-30
Etrian Odyssey: Millennium Girl,3DS,Role-Playing,Atlus,8.1,0.26,0.1,0.14,0.01,0.01,2013-10-01
Etrian Odyssey II: Heroes of Lagaard,DS,Role-Playing,Atlus,8.4,0.26,0.09,0.16,0.0,0.01,2008-06-13
King's Field II,PS,Role-Playing,ASCII Entertainment,7.3,0.26,0.08,0.11,0.06,0.02,1996-10-31
Stella Glow,3DS,Role-Playing,Atlus,7.5,0.26,0.17,0.06,0.01,0.02,2015-11-17
Armored Core: Master of Arena,PS,Simulation,Agetec,7.2,0.26,0.07,0.13,0.05,0.02,2000-02-29
Final Fantasy V Advance,GBA,Role-Playing,Nintendo,8.2,0.26,0.0,0.26,0.0,0.01,2006-11-06
Tropico 4,PC,Strategy,Kalypso,7.9,0.26,0.1,0.0,0.13,0.03,2011-08-30
R.U.S.E.,PC,Strategy,Ubisoft,8.0,0.26,0.04,0.0,0.19,0.03,2010-09-07
Bust A Groove 2,PS,Misc,Enix,7.0,0.26,0.04,0.18,0.03,0.02,1999-03-31
Metroid Prime Pinball,DS,Misc,Nintendo,7.6,0.26,0.22,0.02,0.0,0.02,2005-10-24
TV Superstars,PS3,Misc,Sony Computer Entertainment,6.2,0.26,0.08,0.0,0.12,0.05,2010-10-12
Castlevania: Harmony of Dissonance,GBA,Platform,Konami,8.6,0.26,0.16,0.04,0.06,0.0,2002-09-16
Rayman DS,DS,Platform,Ubisoft,5.4,0.26,0.21,0.0,0.03,0.02,2005-03-24
Tomba!,PS,Platform,Sony Computer Entertainment,8.6,0.26,0.15,0.0,0.1,0.02,1998-06-30
Hey Arnold! The Movie,GBA,Platform,THQ,5.5,0.26,0.19,0.0,0.07,0.0,2002-05-29
Polarium,DS,Puzzle,Nintendo,7.6,0.26,0.13,0.11,0.01,0.01,2005-04-18
Armorines: Project S.W.A.R.M.,N64,Shooter,Acclaim Entertainment,6.2,0.26,0.21,0.0,0.05,0.0,1999-11-30
Resident Evil: Revelations,X360,Shooter,Capcom,7.4,0.26,0.12,0.02,0.1,0.02,2013-05-21
Legendary,X360,Shooter,Gamecock,4.0,0.26,0.08,0.0,0.15,0.03,2008-11-04
The House of the Dead 2,DC,Shooter,Sega,7.5,0.26,0.0,0.26,0.0,0.0,1999-09-09
Panzer Dragoon Orta,XB,Shooter,Sega,8.8,0.26,0.16,0.04,0.05,0.01,2003-01-12
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,Ubisoft,8.3,0.26,0.2,0.0,0.03,0.03,2007-03-30
Resident Evil: Deadly Silence,DS,Action,Capcom,6.7,0.26,0.11,0.11,0.02,0.01,2006-02-07
Frogger's Journey: The Forgotten Relic,GBA,Action,Konami,5.0,0.26,0.18,0.0,0.07,0.0,2003-10-28
Deadly Premonition,X360,Action,Ignition Entertainment,6.0,0.26,0.18,0.0,0.06,0.02,2010-02-23
Superman Returns,X360,Action,Electronic Arts,5.0,0.26,0.23,0.0,0.01,0.02,2006-11-20
LEGO Star Wars III: The Clone Wars,PC,Action,LucasArts,7.6,0.25,0.1,0.0,0.13,0.02,2011-03-22
Teen Titans,PS2,Action,THQ,6.6,0.25,0.12,0.0,0.1,0.03,2006-05-24
Ice Age 2: The Meltdown,GBA,Platform,Sierra Entertainment,5.0,0.25,0.18,0.0,0.07,0.0,2006-03-14
Sonic Boom: Fire & Ice,3DS,Platform,Sega,6.9,0.25,0.14,0.02,0.08,0.02,2016-09-27
Ace Combat: Assault Horizon Legacy,3DS,Simulation,Namco Bandai,7.0,0.25,0.1,0.08,0.06,0.01,2011-11-15
Spelling Challenges and more!,PSP,Misc,Crave Entertainment,4.5,0.25,0.24,0.0,0.0,0.02,2007-09-25
Armored Core 4,X360,Simulation,Sega,6.5,0.25,0.19,0.03,0.01,0.02,2007-03-20
WipEout XL,PS,Racing,Sony Computer Entertainment,8.8,0.25,0.14,0.0,0.1,0.02,1996-09-30
NASCAR 09,X360,Racing,EA Sports,7.1,0.25,0.23,0.0,0.0,0.02,2008-06-10
Pro Evolution Soccer 2014,X360,Sports,Konami Digital Entertainment,7.9,0.25,0.08,0.0,0.16,0.02,2013-09-24
Crash Tag Team Racing,PSP,Racing,VU Games,6.3,0.25,0.16,0.0,0.06,0.03,2005-11-10
MotoGP '07,X360,Racing,THQ,7.7,0.25,0.23,0.0,0.0,0.02,2007-08-27
Bomberman Tournament,GBA,Puzzle,Activision,8.8,0.25,0.1,0.1,0.04,0.01,2001-06-26
Don King Presents: Prizefighter,X360,Sports,2K Games,4.0,0.25,0.14,0.0,0.08,0.02,2008-06-10
F1 2015,XOne,Racing,Codemasters,5.7,0.25,0.09,0.0,0.15,0.02,2015-07-21
Def Jam Vendetta,GC,Fighting,EA Sports BIG,8.8,0.25,0.19,0.0,0.05,0.01,2003-03-31
UEFA Euro 2008 Austria-Switzerland,PSP,Sports,Electronic Arts,6.9,0.25,0.06,0.0,0.13,0.06,2008-05-19
Dead or Alive Xtreme 2,X360,Sports,Tecmo,5.3,0.25,0.15,0.06,0.02,0.02,2006-11-13
Cars,X360,Racing,THQ,7.0,0.25,0.22,0.0,0.01,0.02,2006-10-23
College Hoops 2K6,PS2,Sports,2K Sports,8.3,0.25,0.12,0.0,0.1,0.03,2005-11-30
Prison Break: The Conspiracy,PS3,Adventure,Deep Silver,3.3,0.25,0.05,0.0,0.16,0.05,2010-03-30
LEGO The Hobbit,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,7.0,0.25,0.1,0.0,0.13,0.02,2014-04-08
Spirit Camera: The Cursed Memoir,3DS,Action-Adventure,Nintendo,5.7,0.25,0.15,0.06,0.02,0.02,2012-04-13
Hunted: The Demon's Forge,PS3,Role-Playing,Bethesda Softworks,6.1,0.25,0.12,0.02,0.09,0.03,2011-05-31
Disgaea 2: Dark Hero Days,PSP,Role-Playing,NIS America,8.1,0.25,0.1,0.12,0.01,0.02,2009-09-08
Hybrid Heaven,N64,Role-Playing,Konami,7.0,0.25,0.16,0.05,0.04,0.0,1999-09-01
The Elder Scrolls IV: Oblivion,PC,Role-Playing,Take-Two Interactive,9.2,0.25,0.01,0.0,0.21,0.04,2009-07-07
NBA Courtside 2002,GC,Sports,Nintendo,7.6,0.25,0.19,0.0,0.05,0.01,2002-01-13
Mega Man Legacy Collection 1+2,NS,Platform,Capcom,8.5,0.25,0.2,0.03,0.0,0.02,2018-05-22
Billy Hatcher and the Giant Egg,GC,Platform,Sega,7.3,0.25,0.19,0.0,0.05,0.01,2003-09-23
Far Cry: Primal,PC,Action-Adventure,Ubisoft,8.0,0.25,0.07,0.0,0.16,0.02,2016-03-01
Bomberman Generation,GC,Adventure,Majesco,8.4,0.25,0.15,0.06,0.04,0.01,2002-06-03
Crusaders of Might and Magic,PS,Role-Playing,3DO,6.0,0.25,0.14,0.0,0.1,0.02,2000-02-29
Final Fantasy Crystal Chronicles: Echoes of Time,Wii,Role-Playing,Square Enix,6.9,0.25,0.13,0.05,0.06,0.02,2009-03-24
Blaster Master: Blasting Again,PS,Shooter,Crave Entertainment,7.7,0.25,0.14,0.0,0.1,0.02,2001-05-06
Medal of Honor European Assault,GC,Shooter,Electronic Arts,7.9,0.25,0.19,0.0,0.05,0.01,2005-06-07
The Outfit,X360,Action,THQ,7.0,0.25,0.21,0.0,0.02,0.02,2006-03-13
"Ed, Edd n Eddy: The Mis-Edventures",GC,Platform,Midway Games,4.6,0.25,0.19,0.0,0.05,0.01,2005-11-03
The Chronicles of Riddick: Assault on Dark Athena,PS3,Shooter,Atari,8.0,0.25,0.12,0.0,0.09,0.04,2009-04-07
Spider-Man: Edge of Time,X360,Action,Activision,5.8,0.25,0.18,0.0,0.05,0.02,2011-10-04
Final Fantasy XI: Chains of Promathia,PS2,Role-Playing,Square Enix,7.3,0.25,0.12,0.0,0.09,0.03,2004-09-21
Butt Ugly Martians: B.K.M. Battles,GBA,Action,Knowledge Adventure,6.0,0.25,0.18,0.0,0.07,0.0,2002-10-01
Sid Meier's Civilization VI,NS,Strategy,2K Games,9.4,0.25,0.12,0.01,0.11,0.02,2018-11-16
Spider-Man: Web of Shadows,Wii,Action,Activision,6.0,0.25,0.22,0.0,0.01,0.02,2008-10-21
Grandia,PS,Role-Playing,Sony Computer Entertainment,8.4,0.25,0.14,0.0,0.09,0.02,1999-09-30
X-Men Legends II: Rise of Apocalypse,GC,Role-Playing,Activision,8.2,0.25,0.19,0.0,0.05,0.01,2005-09-20
Driver '76,PSP,Racing,Ubisoft,5.5,0.24,0.03,0.0,0.14,0.07,2007-05-08
MX vs. ATV Reflex,PSP,Racing,THQ,5.3,0.24,0.18,0.0,0.03,0.03,2009-12-01
Spawn the Eternal,PS,Action,Sony Computer Entertainment,1.9,0.24,0.14,0.0,0.09,0.02,1997-12-01
Peter Jackson's King Kong: The Official Game of the Movie,GC,Action,Ubisoft,8.1,0.24,0.19,0.0,0.05,0.01,2005-11-21
X-Men: Destiny,PS3,Action,Activision,5.1,0.24,0.14,0.0,0.07,0.03,2011-09-27
Ar tonelico Qoga: Knell of Ar Ciel,PS3,Role-Playing,NIS America,7.0,0.24,0.08,0.13,0.01,0.01,2011-03-15
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,Adventure,Ubisoft,7.5,0.24,0.11,0.0,0.1,0.02,2009-03-24
A Way Out,XOne,Action,Electronic Arts,8.1,0.24,0.17,0.0,0.05,0.02,2018-03-23
Ghost Rider,PSP,Action,2K Games,5.0,0.24,0.22,0.0,0.0,0.02,2007-02-13
X-Men: Destiny,X360,Action,Activision,4.9,0.24,0.18,0.0,0.04,0.02,2011-09-27
G.I. Joe: The Rise of Cobra,X360,Action,Electronic Arts,3.8,0.24,0.17,0.0,0.05,0.02,2009-08-04
Spider-Man: Shattered Dimensions,Wii,Action,Activision,7.5,0.24,0.12,0.0,0.09,0.02,2010-09-07
Afro Samurai,X360,Action,Namco Bandai,6.4,0.24,0.16,0.0,0.05,0.02,2009-01-27
Grand Theft Auto,GBA,Action,Rockstar Games,7.1,0.24,0.17,0.0,0.06,0.0,2004-10-26
South Park: Chef's Luv Shack,N64,Misc,Acclaim Entertainment,5.4,0.24,0.19,0.0,0.05,0.0,1999-10-31
Midway Arcade Treasures: Extended Play,PSP,Misc,Midway Games,5.6,0.24,0.21,0.0,0.0,0.02,2005-12-13
Vexx,PS2,Platform,Acclaim Entertainment,5.9,0.24,0.12,0.0,0.09,0.03,2003-02-11
DK: King of Swing,GBA,Platform,Nintendo,7.1,0.24,0.17,0.0,0.06,0.0,2005-09-19
Disney Epic Mickey 2: The Power of Two,WiiU,Platform,Disney Interactive Studios,5.9,0.24,0.13,0.01,0.08,0.02,2012-11-18
Dynasty Warriors 6 Empires,X360,Action,KOEI,6.3,0.24,0.16,0.04,0.02,0.02,2009-06-23
Prince of Persia: The Forgotten Sands,Wii,Action,Ubisoft,7.5,0.24,0.1,0.0,0.11,0.02,2010-05-18
Homefront,PC,Shooter,THQ,6.6,0.24,0.11,0.0,0.1,0.03,2011-03-15
METRO 2033,PC,Shooter,THQ,7.5,0.24,0.0,0.0,0.19,0.04,2010-03-16
Far Cry Instincts Predator,X360,Shooter,Ubisoft,8.0,0.24,0.2,0.0,0.03,0.02,2006-03-28
Call of Duty: Modern Warfare Remastered,XOne,Shooter,Activision,8.2,0.24,0.16,0.0,0.06,0.02,2017-07-27
Singularity,PS3,Shooter,Activision,7.8,0.24,0.17,0.01,0.03,0.03,2010-06-29
Resident Evil Archives: Resident Evil Zero,Wii,Action,Capcom,5.8,0.24,0.13,0.06,0.04,0.01,2009-12-01
7th Dragon III Code: VFD,3DS,Role-Playing,Sega,7.5,0.24,0.06,0.13,0.04,0.01,2016-07-12
Disgaea: Afternoon of Darkness,PSP,Role-Playing,NIS America,8.7,0.24,0.15,0.04,0.02,0.02,2007-10-30
Divinity II: Ego Draconis,X360,Role-Playing,CDV Software Entertainment,6.0,0.24,0.18,0.0,0.04,0.02,2010-01-05
Harvest Moon: Another Wonderful Life,GC,Role-Playing,Natsume,7.7,0.24,0.19,0.0,0.05,0.01,2005-07-26
Tony Hawk's American Sk8land,GBA,Sports,Activision,6.0,0.24,0.17,0.0,0.06,0.0,2005-10-18
Virtua Tennis 4,X360,Sports,Sega,6.5,0.24,0.12,0.01,0.09,0.02,2011-05-10
Tiger Woods PGA Tour 10,PSP,Sports,EA Sports,8.1,0.24,0.12,0.0,0.07,0.05,2009-06-08
FIFA World Cup Germany 2006,XB,Sports,EA Sports,7.8,0.24,0.18,0.0,0.05,0.01,2006-04-24
Mega Man X Collection,PS2,Misc,Capcom,7.5,0.24,0.12,0.0,0.09,0.03,2006-01-10
Dreamcast Collection,X360,Misc,Sega,5.3,0.24,0.16,0.0,0.06,0.02,2011-02-22
Darksiders II: Deathinitive Edition,PS4,Action-Adventure,Nordic Games,7.5,0.24,0.1,0.0,0.1,0.04,2015-10-30
MLB,PSP,Sports,Sony Computer Entertainment,8.0,0.24,0.23,0.0,0.0,0.02,2005-04-12
Pure Futbol,PS3,Sports,Ubisoft,4.0,0.24,0.06,0.0,0.13,0.04,2010-06-01
NBA Live 10,PSP,Sports,EA Sports,5.9,0.24,0.21,0.01,0.0,0.02,2009-10-06
Ready 2 Rumble Boxing: Round 2,N64,Fighting,Midway Games,6.9,0.24,0.19,0.0,0.05,0.0,2000-11-13
The Adventures of Tintin: The Game,X360,Adventure,Ubisoft,5.0,0.24,0.07,0.0,0.14,0.03,2011-12-06
The Simpsons: Road Rage,GC,Racing,Electronic Arts,6.0,0.24,0.19,0.0,0.05,0.01,2001-12-17
Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,8.4,0.24,0.0,0.24,0.0,0.0,2004-06-02
Luminous Arc,DS,Role-Playing,Atlus,6.8,0.24,0.16,0.06,0.0,0.01,2007-08-14
Avalon Code,DS,Role-Playing,Marvelous Interactive,7.1,0.24,0.11,0.12,0.0,0.01,2009-03-10
Shadow Hearts: Covenant,PS2,Role-Playing,Midway Games,8.1,0.24,0.12,0.0,0.09,0.03,2004-09-27
Fuel,PS3,Racing,Codemasters,6.6,0.24,0.08,0.0,0.11,0.04,2009-06-02
Harvest Moon: Magical Melody,GC,Simulation,Natsume,8.0,0.24,0.19,0.0,0.05,0.01,2006-03-28
Army Men: Air Combat,N64,Action,3DO,7.6,0.24,0.19,0.0,0.05,0.0,2000-07-14
Paperboy,N64,Action,Midway Games,8.0,0.24,0.19,0.0,0.05,0.0,1999-10-31
Dynasty Warriors 7,X360,Action,Tecmo Koei,5.9,0.24,0.16,0.0,0.06,0.02,2011-03-22
Command & Conquer 3: Kane's Wrath,X360,Strategy,Electronic Arts,7.0,0.24,0.16,0.0,0.06,0.02,2008-06-23
